Frame Time, x, y
49.925,-1,-1
49.967,-1,-1
50.008,-1,-1
50.050,-1,-1
50.092,-1,-1
50.133,-1,-1
50.175,-1,-1
50.217,-1,-1
50.259,-1,-1
50.300,-1,-1
50.342,-1,-1
50.384,-1,-1
50.425,-1,-1
50.467,-1,-1
50.509,-1,-1
50.551,-1,-1
50.592,-1,-1
50.634,-1,-1
50.676,-1,-1
50.717,-1,-1
50.759,-1,-1
50.801,-1,-1
50.842,-1,-1
50.884,-1,-1
50.926,-1,-1
50.968,-1,-1
51.009,-1,-1
51.051,-1,-1
51.093,-1,-1
51.134,-1,-1
51.176,-1,-1
51.218,-1,-1
51.260,-1,-1
51.301,-1,-1
51.343,-1,-1
51.385,-1,-1
51.426,-1,-1
51.468,-1,-1
51.510,-1,-1
51.552,-1,-1
51.593,-1,-1
51.635,-1,-1
51.677,-1,-1
51.718,-1,-1
51.760,-1,-1
51.802,-1,-1
51.843,-1,-1
51.885,-1,-1
51.927,-1,-1
51.969,-1,-1
52.010,-1,-1
52.052,-1,-1
52.094,-1,-1
52.135,-1,-1
52.177,-1,-1
52.219,-1,-1
52.261,-1,-1
52.302,-1,-1
52.344,-1,-1
52.386,-1,-1
52.427,-1,-1
52.469,-1,-1
52.511,-1,-1
52.552,-1,-1
52.594,-1,-1
52.636,-1,-1
52.678,-1,-1
52.719,-1,-1
52.761,-1,-1
52.803,-1,-1
52.844,-1,-1
52.886,-1,-1
52.928,-1,-1
52.970,-1,-1
53.011,-1,-1
53.053,-1,-1
53.095,-1,-1
53.136,-1,-1
53.178,-1,-1
53.220,-1,-1
53.262,-1,-1
53.303,-1,-1
53.345,-1,-1
53.387,-1,-1
53.428,-1,-1
53.470,-1,-1
53.512,-1,-1
53.554,-1,-1
53.595,-1,-1
53.637,-1,-1
53.679,-1,-1
53.720,-1,-1
53.762,-1,-1
53.804,-1,-1
53.845,-1,-1
53.887,-1,-1
53.929,-1,-1
53.971,-1,-1
54.012,-1,-1
54.054,-1,-1
54.096,-1,-1
54.137,-1,-1
54.179,-1,-1
54.221,-1,-1
54.263,-1,-1
54.304,-1,-1
54.346,-1,-1
54.388,-1,-1
54.429,-1,-1
54.471,-1,-1
54.513,-1,-1
54.555,-1,-1
54.596,-1,-1
54.638,-1,-1
54.680,-1,-1
54.721,-1,-1
54.763,-1,-1
54.805,-1,-1
54.846,-1,-1
54.888,-1,-1
54.930,-1,-1
54.972,-1,-1
55.013,-1,-1
55.055,-1,-1
55.097,-1,-1
55.138,-1,-1
55.180,-1,-1
55.222,-1,-1
55.264,-1,-1
55.305,-1,-1
55.347,-1,-1
55.389,-1,-1
55.430,-1,-1
55.472,-1,-1
55.514,-1,-1
55.555,-1,-1
55.597,-1,-1
55.639,-1,-1
55.681,-1,-1
55.722,-1,-1
55.764,-1,-1
55.806,-1,-1
55.847,-1,-1
55.889,-1,-1
55.931,-1,-1
55.973,-1,-1
56.014,-1,-1
56.056,-1,-1
56.098,-1,-1
56.139,-1,-1
56.181,-1,-1
56.223,-1,-1
56.265,-1,-1
56.306,-1,-1
56.348,-1,-1
56.390,-1,-1
56.431,-1,-1
56.473,-1,-1
56.515,-1,-1
56.556,-1,-1
56.598,-1,-1
56.640,-1,-1
56.682,-1,-1
56.723,-1,-1
56.765,-1,-1
56.807,-1,-1
56.848,-1,-1
56.890,-1,-1
56.932,-1,-1
56.974,-1,-1
57.015,-1,-1
57.057,-1,-1
57.099,-1,-1
57.140,-1,-1
57.182,-1,-1
57.224,-1,-1
57.266,-1,-1
57.307,-1,-1
57.349,-1,-1
57.391,-1,-1
57.432,-1,-1
57.474,-1,-1
57.516,-1,-1
57.558,-1,-1
57.599,-1,-1
57.641,-1,-1
57.683,-1,-1
57.724,-1,-1
57.766,-1,-1
57.808,-1,-1
57.849,-1,-1
57.891,-1,-1
57.933,-1,-1
57.975,-1,-1
58.016,-1,-1
